designation,ra,dec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J101101.54+463006.1,152.7564465,46.5017154,17.083,0.152,7.1,8.511E-01,16.474,null,1.7,9.551E-01,12.406,null,1.3,9.261E-01,9.316,null,-0.5,9.650E-01,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,465.394536,283.286776
J101100.88+462709.0,152.7536813,46.4525143,15.445,0.050,21.8,1.436E+00,15.129,0.098,11.1,1.341E+00,12.696,null,0.3,1.023E+00,8.930,null,0.7,8.834E-01,13,13,7,13,0,13,0,13,null,null,null,null,null,null,null,465.520421,261.333207
J101104.77+462459.1,152.7698755,46.4164374,16.930,0.142,7.7,8.168E-01,16.396,null,1.6,8.852E-01,12.384,null,1.1,8.948E-01,8.468,null,1.9,7.721E-01,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,465.524376,244.540674
J101220.75+463309.0,153.0864589,46.5525153,17.444,0.211,5.1,7.991E-01,17.080,0.506,2.1,1.042E+00,12.551,0.419,2.6,9.909E-01,8.705,null,1.5,1.067E+00,0,14,1,14,0,13,0,14,null,null,null,null,null,null,null,465.568618,51.526499
J101205.95+463514.4,153.0248180,46.5873599,17.053,0.156,7.0,8.875E-01,16.364,null,1.9,8.551E-01,12.813,null,-1.6,9.642E-01,8.663,null,1.6,1.011E+00,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,465.786234,27.040078
J101134.85+463553.3,152.8952113,46.5981392,16.753,0.116,9.4,8.198E-01,16.448,0.294,3.7,9.100E-01,12.884,null,-1.2,7.930E-01,9.180,null,0.2,9.746E-01,3,14,0,14,0,14,0,14,549070138,17.032,null,16.139,0.182,16.277,null,466.477494,346.501545
J101216.58+463357.9,153.0690846,46.5661106,16.873,0.131,8.3,9.715E-01,16.174,0.234,4.6,9.435E-01,12.200,null,1.7,1.082E+00,9.143,null,0.1,1.011E+00,2,13,2,13,0,13,0,13,null,null,null,null,null,null,null,466.791267,43.513571
J101100.21+462827.3,152.7509072,46.4742573,17.310,0.178,6.1,7.810E-01,16.510,null,1.6,8.651E-01,12.632,null,0.5,9.861E-01,9.327,null,-0.4,1.104E+00,1,15,0,15,0,15,0,15,null,null,null,null,null,null,null,466.969739,270.999126
J101133.50+462049.1,152.8896130,46.3469788,16.638,0.108,10.0,8.240E-01,16.496,null,1.2,9.750E-01,12.400,null,0.9,8.907E-01,8.711,null,0.9,1.125E+00,7,13,0,13,0,12,0,13,null,null,null,null,null,null,null,467.143529,195.304296
J101208.69+462138.2,153.0362202,46.3606236,16.109,0.073,14.9,9.853E-01,16.073,0.203,5.3,1.196E+00,12.934,null,-0.3,1.155E+00,9.201,null,-0.6,9.043E-01,11,15,2,15,0,15,0,15,null,null,null,null,null,null,null,468.127538,149.019843
J101101.52+462622.4,152.7563748,46.4395681,16.061,0.072,15.1,8.406E-01,15.682,0.170,6.4,1.024E+00,12.560,0.435,2.5,9.814E-01,9.088,null,-0.1,9.488E-01,12,12,2,12,0,12,0,12,null,null,null,null,null,null,null,468.420056,255.564795
J101141.99+463607.0,152.9249936,46.6019487,17.048,0.152,7.1,7.856E-01,16.408,null,1.8,9.470E-01,12.743,0.489,2.2,1.126E+00,8.619,null,1.7,9.866E-01,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,468.603533,355.690506
J101208.79+463502.0,153.0366577,46.5839158,16.095,0.075,14.4,8.300E-01,15.564,0.144,7.5,9.157E-01,12.382,null,0.9,7.957E-01,8.793,null,1.0,8.553E-01,9,12,3,12,0,12,1,12,null,null,null,null,null,null,null,469.170631,30.917383
J101230.83+462809.5,153.1284644,46.4693204,16.723,0.115,9.4,8.766E-01,16.534,0.327,3.3,1.051E+00,12.676,0.445,2.4,1.005E+00,8.986,null,0.5,1.002E+00,5,14,1,14,0,14,0,14,null,null,null,null,null,null,null,469.300188,91.175150
J101100.97+462957.6,152.7540589,46.4993480,16.623,0.102,10.7,8.660E-01,16.362,0.268,4.1,1.024E+00,12.615,0.399,2.7,9.563E-01,9.249,null,-0.2,9.509E-01,5,15,0,15,1,15,0,15,null,null,null,null,null,null,null,469.315635,282.109144
J101127.21+463530.1,152.8634122,46.5917132,16.874,0.133,8.2,9.279E-01,16.245,0.272,4.0,8.421E-01,12.851,null,-0.3,9.600E-01,8.710,null,1.2,1.106E+00,2,13,1,13,0,13,0,13,null,null,null,null,null,null,null,469.602208,336.458501
J101225.58+462440.3,153.1065987,46.4112008,17.171,0.166,6.5,7.516E-01,16.546,0.327,3.3,9.768E-01,12.521,0.391,2.8,9.352E-01,9.165,null,0.2,8.610E-01,0,14,1,14,0,14,0,14,null,null,null,null,null,null,null,469.608943,117.794219
J101204.13+463527.9,153.0172219,46.5910956,16.348,0.090,12.0,8.558E-01,15.364,0.117,9.3,9.340E-01,12.093,null,1.9,9.021E-01,9.034,null,0.6,1.056E+00,8,13,4,13,0,13,0,13,null,null,null,null,null,null,null,469.753898,24.251236
J101110.52+463321.6,152.7938444,46.5560056,17.441,0.194,5.6,8.886E-01,16.621,null,1.4,8.944E-01,12.950,null,-0.7,9.545E-01,9.019,null,0.8,9.494E-01,2,16,0,16,0,16,0,16,null,null,null,null,null,null,null,469.961299,310.020079
J101143.92+463609.6,152.9330400,46.6026889,16.929,0.138,7.8,8.372E-01,16.356,null,2.0,9.660E-01,12.866,null,-0.8,1.076E+00,9.288,null,0.0,1.121E+00,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,470.190126,358.134007
J101228.26+462539.8,153.1177507,46.4277380,16.549,0.100,10.9,8.470E-01,16.430,0.317,3.4,8.612E-01,12.332,null,1.3,1.008E+00,9.247,null,-0.7,9.801E-01,8,14,0,14,0,14,0,14,null,null,null,null,null,null,null,470.776072,109.788787
J101059.84+462744.2,152.7493510,46.4622984,16.194,0.076,14.3,8.092E-01,15.779,0.164,6.6,9.530E-01,12.439,null,1.0,9.172E-01,9.196,null,0.2,1.038E+00,13,14,3,14,0,14,0,14,null,null,null,null,null,null,null,472.151988,265.760997
J101231.18+462758.7,153.1299447,46.4663089,15.726,0.055,19.8,8.947E-01,15.309,0.112,9.7,9.662E-01,11.396,0.141,7.7,9.854E-01,8.614,null,1.5,1.010E+00,13,14,4,14,2,14,1,14,null,null,null,null,null,null,null,473.340284,92.477044
J101226.69+463147.0,153.1112358,46.5297394,14.765,0.035,30.9,1.036E+00,14.458,0.058,18.8,1.099E+00,11.726,0.189,5.7,8.910E-01,8.854,0.372,2.9,1.125E+00,14,14,14,14,0,14,0,14,549074872,17.020,0.190,15.965,0.147,15.295,0.152,473.982514,63.999280
J101222.69+463256.4,153.0945787,46.5490006,16.617,0.105,10.3,9.746E-01,16.264,0.246,4.4,8.385E-01,12.800,null,0.2,1.105E+00,9.227,null,-1.7,1.115E+00,6,14,2,14,0,14,0,14,null,null,null,null,null,null,null,474.007282,54.234845
J101102.20+463101.4,152.7591779,46.5170629,17.213,0.159,6.8,8.545E-01,16.743,0.371,2.9,8.557E-01,12.801,0.470,2.3,1.048E+00,9.195,null,0.3,9.971E-01,2,16,0,16,0,16,1,16,null,null,null,null,null,null,null,474.616748,289.982816
J101219.56+463338.1,153.0815309,46.5605925,16.141,0.075,14.5,8.867E-01,15.798,0.169,6.4,9.416E-01,12.129,0.282,3.8,9.053E-01,9.033,null,0.2,9.238E-01,12,13,1,13,0,13,0,13,null,null,null,null,null,null,null,475.024953,47.860830
J101149.20+462024.2,152.9550356,46.3400708,15.751,0.055,19.7,1.187E+00,15.411,0.122,8.9,1.033E+00,12.211,null,1.7,8.994E-01,9.306,null,-0.4,8.984E-01,14,14,3,14,0,14,0,14,null,null,null,null,null,null,null,477.100974,175.277151
J101203.23+462059.5,153.0134905,46.3498670,17.089,0.151,7.2,7.830E-01,16.384,null,1.9,9.834E-01,12.349,null,1.3,1.087E+00,8.550,null,1.8,1.014E+00,3,14,1,14,0,14,0,14,null,null,null,null,null,null,null,477.250209,157.253534
J101101.01+463032.2,152.7542404,46.5089574,16.750,0.114,9.5,7.155E-01,16.752,0.388,2.8,9.557E-01,12.953,null,-1.2,1.014E+00,8.698,null,1.5,9.000E-01,3,15,0,15,0,15,0,15,null,null,null,null,null,null,null,477.261279,286.186446
J101229.40+462554.2,153.1225252,46.4317303,17.006,0.141,7.7,8.935E-01,16.536,null,1.2,1.012E+00,12.836,null,-0.4,9.082E-01,9.193,null,-1.3,9.875E-01,3,14,0,14,0,14,0,14,null,null,null,null,null,null,null,477.340081,107.681918
J101139.82+462025.1,152.9159185,46.3403194,15.817,0.059,18.2,9.751E-01,15.695,0.173,6.3,9.207E-01,11.077,0.112,9.7,1.061E+00,8.523,null,1.7,8.082E-01,13,13,1,13,3,13,1,13,null,null,null,null,null,null,null,478.104900,186.960256
J101130.38+463552.5,152.8765902,46.5979210,16.494,0.095,11.4,7.940E-01,16.345,null,1.9,1.031E+00,12.885,null,-1.3,9.790E-01,8.747,null,1.2,1.051E+00,7,14,1,14,0,14,0,14,549070137,16.722,0.148,16.386,0.208,15.548,null,478.612553,341.110673
J101156.85+463604.2,152.9868834,46.6011924,16.835,0.131,8.3,9.903E-01,16.149,0.233,4.7,8.990E-01,12.811,null,-0.6,8.184E-01,9.149,null,-0.8,1.143E+00,5,13,0,13,0,13,0,13,null,null,null,null,null,null,null,479.307263,14.235926
J101127.66+462056.2,152.8652595,46.3489694,17.168,0.172,6.3,8.528E-01,16.616,null,1.1,9.911E-01,12.744,0.500,2.2,1.045E+00,9.100,null,-0.8,1.110E+00,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,479.957269,202.518280
J101225.81+463218.8,153.1075524,46.5385730,16.900,0.127,8.6,9.002E-01,16.413,null,1.7,9.528E-01,12.861,null,-0.9,8.822E-01,9.251,null,0.0,9.232E-01,5,14,0,14,0,14,0,14,null,null,null,null,null,null,null,480.760643,60.111880
J101127.22+463543.0,152.8634259,46.5952860,15.243,0.044,24.9,7.846E-01,14.784,0.080,13.5,9.629E-01,12.330,0.344,3.2,8.662E-01,9.236,null,-0.4,1.142E+00,13,13,10,13,0,13,1,13,null,null,null,null,null,null,null,481.403152,337.074988
J101152.66+462023.4,152.9694291,46.3398418,16.568,0.101,10.7,9.050E-01,16.373,0.284,3.8,7.455E-01,12.663,0.437,2.5,1.061E+00,8.774,null,1.3,1.097E+00,3,14,0,14,0,14,0,14,null,null,null,null,null,null,null,482.172520,171.044817
J101123.59+463526.2,152.8483302,46.5906201,14.738,0.035,31.2,8.804E-01,14.406,0.060,18.2,1.193E+00,12.670,null,0.4,9.394E-01,9.258,null,-0.9,1.028E+00,14,14,12,14,0,14,0,14,549070123,16.717,0.144,15.877,0.133,15.060,0.135,482.263179,332.205370
J101136.43+463614.3,152.9018055,46.6039804,17.194,0.183,5.9,8.243E-01,16.321,0.274,4.0,1.065E+00,12.233,0.317,3.4,7.731E-01,8.835,null,0.8,9.705E-01,1,13,0,13,0,13,0,13,null,null,null,null,null,null,null,483.553597,348.964149
J101059.17+462703.7,152.7465562,46.4510292,17.436,0.210,5.2,8.097E-01,16.448,null,1.5,9.347E-01,12.071,null,2.0,1.045E+00,9.065,null,0.3,1.044E+00,1,13,0,13,0,13,1,13,null,null,null,null,null,null,null,483.809548,261.027832
J101231.41+462953.3,153.1308936,46.4981454,16.212,0.080,13.5,8.732E-01,16.079,0.216,5.0,1.046E+00,12.024,0.259,4.2,9.817E-01,9.178,null,-0.2,1.042E+00,12,13,0,13,0,13,0,13,null,null,null,null,null,null,null,484.216084,78.786957
J101107.66+462333.0,152.7819197,46.3925077,17.409,0.206,5.3,8.691E-01,16.645,0.392,2.8,8.759E-01,12.242,null,1.4,1.022E+00,9.226,null,-0.2,8.367E-01,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,484.300560,233.757037
J101058.87+462718.1,152.7453086,46.4550519,16.269,0.080,13.6,9.741E-01,16.358,0.273,4.0,9.408E-01,12.800,null,0.2,9.181E-01,9.164,null,0.3,9.444E-01,10,14,2,14,0,14,0,14,null,null,null,null,null,null,null,484.796975,262.775945
J101230.25+463046.4,153.1260618,46.5129021,17.147,0.167,6.5,8.150E-01,16.929,null,0.3,9.294E-01,12.522,0.403,2.7,8.244E-01,9.247,null,-1.9,9.572E-01,1,13,0,13,0,13,0,13,null,null,null,null,null,null,null,485.732046,72.352460
J101228.59+463132.3,153.1191662,46.5256600,17.093,0.161,6.8,8.637E-01,16.798,0.421,2.6,9.823E-01,12.858,null,-0.4,8.825E-01,9.117,null,0.1,7.667E-01,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,485.735960,66.569852
J101138.45+463620.6,152.9102251,46.6057428,17.317,0.193,5.6,8.356E-01,16.744,null,0.8,9.671E-01,12.854,null,-0.8,9.594E-01,9.151,null,-1.2,1.038E+00,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,486.267974,351.516493
J101222.06+462314.6,153.0919538,46.3874132,17.200,0.162,6.7,7.756E-01,16.424,null,1.8,8.933E-01,12.920,null,-0.6,9.557E-01,9.243,null,-1.4,1.041E+00,1,15,0,15,0,15,0,15,null,null,null,null,null,null,null,486.476899,128.778531
J101218.88+462237.3,153.0786700,46.3770536,17.034,0.136,8.0,8.777E-01,16.569,null,1.6,9.954E-01,12.992,null,-0.2,9.691E-01,9.334,null,-0.7,1.016E+00,3,16,0,16,0,16,0,16,null,null,null,null,null,null,null,486.757141,134.643606
J101110.69+463349.5,152.7945786,46.5637659,12.463,0.024,45.4,1.114E+00,12.492,0.025,44.0,1.039E+00,12.411,0.327,3.3,1.092E+00,9.214,null,0.3,1.006E+00,16,16,16,16,1,16,0,16,549054887,12.846,0.022,12.575,0.023,12.520,0.023,487.017521,312.679116
J101231.33+462629.8,153.1305427,46.4416233,16.621,0.108,10.1,8.120E-01,16.710,0.386,2.8,7.559E-01,12.869,null,-2.1,1.028E+00,9.041,null,0.2,9.154E-01,7,14,0,14,0,14,0,14,null,null,null,null,null,null,null,487.024183,102.971647
J101226.85+462426.7,153.1118750,46.4074436,17.155,0.160,6.8,8.419E-01,16.433,null,1.5,8.635E-01,12.585,null,0.6,9.276E-01,9.246,null,-1.9,9.052E-01,1,14,0,14,0,14,0,14,null,null,null,null,null,null,null,487.549189,118.478177
J101224.89+463248.0,153.1037375,46.5466807,14.423,0.031,34.8,1.504E+00,14.431,0.058,18.8,1.013E+00,12.315,null,1.4,9.504E-01,9.264,null,-1.8,8.885E-01,14,14,14,14,0,14,0,14,549074846,14.915,0.034,14.632,0.053,14.691,0.085,487.976658,56.584123
J101105.72+462355.2,152.7738548,46.3986695,16.164,0.076,14.3,9.133E-01,15.703,0.174,6.2,9.436E-01,12.266,0.327,3.3,7.672E-01,9.234,null,-0.9,1.074E+00,11,13,3,13,0,13,0,13,null,null,null,null,null,null,null,488.181324,237.249067
J101121.23+463520.6,152.8384884,46.5890595,16.869,0.123,8.8,9.266E-01,16.159,0.226,4.8,8.882E-01,12.872,null,0.1,1.042E+00,9.215,null,-0.2,8.310E-01,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,489.272714,329.376015
J101058.97+462958.4,152.7457159,46.4995804,16.824,0.117,9.3,8.228E-01,16.714,0.379,2.9,9.391E-01,12.924,null,0.0,8.412E-01,9.312,null,-0.1,9.228E-01,3,15,0,15,0,15,0,15,null,null,null,null,null,null,null,489.726582,281.703149
J101223.64+462330.0,153.0985264,46.3916925,15.229,0.042,26.0,1.212E+00,15.361,0.113,9.6,7.890E-01,12.325,null,1.5,1.007E+00,9.262,null,-1.6,9.105E-01,15,15,5,15,0,15,0,15,549075081,16.116,0.076,15.634,0.108,15.441,0.173,490.012214,126.177476
J101209.91+463519.5,153.0413285,46.5887718,16.437,0.098,11.0,8.218E-01,16.816,0.449,2.4,1.103E+00,12.762,null,-1.6,8.803E-01,9.250,null,-0.1,9.374E-01,6,12,1,12,0,12,0,12,null,null,null,null,null,null,null,490.107848,31.023257
J101232.43+462709.8,153.1351254,46.4527429,16.700,0.110,9.9,9.722E-01,16.422,null,1.7,9.360E-01,12.835,null,-0.2,8.423E-01,9.223,null,-0.9,9.542E-01,6,14,0,14,0,14,0,14,null,null,null,null,null,null,null,490.777311,98.113243
J101230.98+462559.1,153.1290927,46.4330885,15.111,0.040,27.1,8.436E-01,15.163,0.105,10.3,7.903E-01,12.866,null,-1.6,1.085E+00,9.165,null,-0.8,8.979E-01,14,14,6,14,0,14,0,14,549075013,16.161,0.084,15.436,0.093,15.342,0.152,491.451996,106.557857
J101129.02+463601.3,152.8709199,46.6003731,16.706,0.114,9.5,9.111E-01,16.051,0.227,4.8,1.059E+00,12.311,0.334,3.3,9.958E-01,8.884,0.407,2.7,1.126E+00,5,13,2,13,0,13,1,13,null,null,null,null,null,null,null,491.624123,339.898303
J101058.72+462645.1,152.7446736,46.4458794,17.403,0.204,5.3,8.162E-01,16.060,0.225,4.8,9.241E-01,12.563,null,0.6,9.353E-01,8.944,null,0.5,1.073E+00,0,13,2,13,0,13,0,13,null,null,null,null,null,null,null,491.670274,258.980407
J101232.91+462851.9,153.1371562,46.4810974,16.253,0.082,13.2,9.461E-01,16.302,null,1.9,8.091E-01,12.194,null,1.6,9.531E-01,9.184,null,-0.4,9.826E-01,10,13,0,13,0,13,0,13,null,null,null,null,null,null,null,491.743100,86.172513
J101116.17+463449.0,152.8173976,46.5802793,17.423,0.198,5.5,7.842E-01,16.418,null,1.8,1.034E+00,12.519,null,0.9,9.069E-01,9.140,null,0.3,9.496E-01,1,15,1,15,0,15,0,15,null,null,null,null,null,null,null,492.533614,322.260815
J101215.40+463445.1,153.0641745,46.5792157,15.865,0.062,17.4,9.042E-01,16.020,0.210,5.2,1.125E+00,12.851,null,-0.3,9.583E-01,8.593,null,1.7,1.209E+00,12,13,0,13,0,13,0,13,null,null,null,null,null,null,null,494.303866,38.716453
J101215.05+462151.8,153.0627216,46.3643897,17.216,0.168,6.5,9.141E-01,17.173,null,-0.6,8.224E-01,12.309,null,1.7,9.683E-01,9.014,null,0.8,1.057E+00,1,16,0,16,0,16,0,16,null,null,null,null,null,null,null,494.394498,141.645518
J101209.14+463529.7,153.0380932,46.5916078,16.904,0.142,7.7,9.298E-01,16.351,null,1.8,9.592E-01,12.724,null,-1.5,8.377E-01,8.529,null,1.7,1.096E+00,2,12,0,12,0,12,1,12,null,null,null,null,null,null,null,494.865071,29.619059
J101106.82+462326.7,152.7784223,46.3907634,16.425,0.094,11.5,8.569E-01,16.636,0.373,2.9,8.843E-01,12.118,null,1.9,9.786E-01,8.901,0.400,2.7,7.743E-01,7,13,0,13,0,13,0,13,null,null,null,null,null,null,null,495.016763,233.767589
J101222.76+463330.6,153.0948477,46.5585063,16.315,0.083,13.0,9.371E-01,16.126,0.221,4.9,9.671E-01,12.894,null,-0.3,9.472E-01,8.741,null,1.1,9.490E-01,10,14,1,14,0,14,0,14,null,null,null,null,null,null,null,495.253912,51.061197
J101059.21+462602.6,152.7467459,46.4340647,16.279,0.087,12.5,7.466E-01,16.037,0.229,4.7,8.701E-01,12.175,null,1.5,1.065E+00,9.082,null,0.2,9.408E-01,9,12,2,12,0,12,0,12,null,null,null,null,null,null,null,496.699472,254.045999
J101233.46+462801.2,153.1394549,46.4670111,16.828,0.131,8.3,9.451E-01,16.490,null,1.2,9.203E-01,12.820,null,0.0,8.599E-01,9.247,null,-0.7,9.774E-01,2,13,0,13,0,13,0,13,null,null,null,null,null,null,null,496.794663,92.061535
J101129.58+463609.0,152.8732891,46.6025126,16.114,0.074,14.7,8.345E-01,16.004,0.213,5.1,8.820E-01,11.794,0.207,5.2,1.144E+00,8.529,null,1.7,1.134E+00,12,13,0,13,0,13,0,13,null,null,null,null,null,null,null,496.903082,340.838631
J101154.78+462011.5,152.9782534,46.3365408,16.564,0.101,10.8,7.624E-01,16.403,0.282,3.9,1.012E+00,12.870,null,-0.5,1.061E+00,8.608,null,1.8,1.032E+00,6,14,1,14,0,14,0,14,null,null,null,null,null,null,null,497.711473,168.762364
J101231.03+463101.1,153.1293323,46.5169861,17.121,0.158,6.9,9.559E-01,16.515,null,1.4,9.651E-01,12.792,null,-0.1,9.803E-01,9.248,null,-0.6,1.054E+00,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,498.017373,71.019716
J101100.34+462522.8,152.7514184,46.4230144,15.393,0.048,22.8,1.365E+00,15.368,0.131,8.3,7.522E-01,12.101,null,1.8,9.446E-01,9.114,null,-0.6,9.624E-01,12,12,3,12,0,12,0,12,null,null,null,null,null,null,null,498.311876,249.276185
J101232.90+462950.4,153.1371045,46.4973571,16.901,0.141,7.7,8.576E-01,16.157,0.240,4.5,1.015E+00,12.206,null,1.6,9.935E-01,8.506,null,1.5,9.619E-01,4,13,1,13,0,13,0,13,null,null,null,null,null,null,null,498.809378,79.446398
J101113.17+462208.6,152.8049035,46.3690583,14.673,0.034,32.0,8.093E-01,14.757,0.074,14.6,8.782E-01,12.822,null,0.1,9.183E-01,9.257,null,-0.1,9.323E-01,14,14,11,14,0,14,0,14,549055170,15.148,0.039,14.800,0.046,14.604,0.083,498.862960,221.979539
J101103.39+462413.7,152.7641638,46.4038092,16.469,0.094,11.5,7.856E-01,16.748,0.430,2.5,9.753E-01,12.835,null,-0.6,1.016E+00,9.146,0.474,2.3,1.085E+00,7,13,0,13,0,13,0,13,null,null,null,null,null,null,null,499.163893,240.533549
J101132.29+462019.2,152.8845455,46.3386872,15.684,0.055,19.8,9.716E-01,16.068,0.235,4.6,8.693E-01,12.546,null,0.5,1.032E+00,9.126,null,-0.3,1.171E+00,13,13,1,13,0,12,0,13,null,null,null,null,null,null,null,499.274457,195.796587
J101116.76+462137.7,152.8198665,46.3604754,16.497,0.102,10.7,9.240E-01,16.329,null,1.8,8.629E-01,12.451,null,0.8,9.126E-01,9.187,null,0.1,9.532E-01,7,13,0,13,0,13,0,13,null,null,null,null,null,null,null,499.388530,216.429008
J101216.18+462153.7,153.0674222,46.3649351,16.554,0.098,11.0,1.005E+00,15.968,0.190,5.7,9.639E-01,12.809,null,0.3,9.520E-01,9.301,null,-1.2,1.011E+00,7,15,3,15,0,15,0,15,null,null,null,null,null,null,null,500.192208,140.455890
J101147.20+461959.6,152.9466895,46.3332307,17.195,0.167,6.5,8.019E-01,17.060,null,0.0,8.555E-01,12.884,null,-0.7,1.018E+00,8.878,null,0.9,9.517E-01,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null,500.452062,177.876695
J101155.02+463631.2,152.9792738,46.6086796,14.965,0.038,28.7,8.287E-01,15.105,0.096,11.3,8.944E-01,12.842,null,-0.4,7.756E-01,9.072,null,0.5,1.078E+00,14,14,7,14,0,13,0,14,549074747,15.597,0.055,15.068,0.061,14.849,0.100,501.409143,11.391374
J101149.08+463640.1,152.9545128,46.6111612,16.844,0.121,9.0,8.154E-01,17.128,0.537,2.0,9.153E-01,12.365,null,1.1,9.825E-01,9.210,null,-1.2,9.318E-01,4,14,1,14,0,14,0,14,null,null,null,null,null,null,null,501.869267,4.318888
J101100.91+462454.9,152.7538280,46.4152630,17.168,0.166,6.5,8.672E-01,16.942,null,-1.2,9.728E-01,12.774,null,0.1,8.646E-01,9.230,null,-0.4,1.009E+00,1,13,0,13,0,13,0,13,null,null,null,null,null,null,null,503.450630,246.064549
J101148.97+461956.9,152.9540528,46.3324768,17.144,0.159,6.8,8.899E-01,16.337,null,1.8,9.766E-01,12.365,null,1.2,1.032E+00,9.015,null,0.7,1.056E+00,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null,504.168052,175.809035
J101213.17+463514.8,153.0548780,46.5874648,16.777,0.125,8.7,8.508E-01,16.557,0.338,3.2,1.074E+00,12.597,null,0.4,1.011E+00,9.192,null,-0.2,9.876E-01,3,13,0,13,0,13,0,13,null,null,null,null,null,null,null,504.357090,34.562366
J101147.40+463644.4,152.9475021,46.6123357,16.703,0.111,9.7,1.096E+00,16.838,0.412,2.6,1.050E+00,12.311,null,1.4,9.069E-01,9.261,null,0.1,1.092E+00,5,14,0,14,0,14,0,14,null,null,null,null,null,null,null,505.084176,2.321185
J101211.24+463530.2,153.0468601,46.5917353,17.211,0.182,6.0,7.905E-01,16.657,null,0.9,1.040E+00,12.731,null,-0.4,8.256E-01,9.178,null,-0.1,9.256E-01,2,12,0,12,0,12,1,12,null,null,null,null,null,null,null,506.349430,31.725679
J101117.01+462125.9,152.8209142,46.3571976,15.962,0.068,16.0,7.952E-01,15.634,0.154,7.0,9.739E-01,12.369,null,1.1,9.747E-01,9.239,null,-1.4,1.023E+00,12,13,3,13,0,13,0,13,null,null,null,null,null,null,null,507.432138,215.402615
J101121.99+463546.9,152.8416618,46.5963887,16.766,0.112,9.7,8.470E-01,16.339,0.277,3.9,1.001E+00,12.471,null,1.0,9.565E-01,9.094,null,0.5,1.105E+00,2,15,1,14,0,15,0,15,null,null,null,null,null,null,null,508.355707,331.655541
J101130.63+462014.4,152.8776555,46.3373363,16.264,0.085,12.8,8.061E-01,16.214,0.277,3.9,8.886E-01,12.796,null,-1.7,9.306E-01,9.038,0.472,2.3,1.306E+00,10,12,1,12,0,12,0,12,null,null,null,null,null,null,null,508.830563,197.504012
J101234.60+462747.2,153.1441986,46.4631293,16.016,0.070,15.6,9.438E-01,15.704,0.163,6.6,9.989E-01,12.277,0.328,3.3,1.068E+00,9.039,null,0.2,9.597E-01,12,13,3,13,0,13,0,13,null,null,null,null,null,null,null,509.266485,93.581771
J101111.42+463430.1,152.7975848,46.5750335,16.378,0.080,13.5,8.369E-01,16.481,0.296,3.7,1.059E+00,12.345,null,1.4,1.024E+00,8.636,null,2.0,1.261E+00,9,16,0,16,1,16,0,16,null,null,null,null,null,null,null,510.177586,316.602107
J101208.69+463549.8,153.0362198,46.5971928,16.698,0.116,9.4,7.710E-01,16.142,0.230,4.7,8.693E-01,12.613,null,0.5,9.888E-01,9.280,null,-1.3,1.093E+00,5,13,0,13,0,13,0,13,null,null,null,null,null,null,null,510.227736,28.048463
J101225.94+462326.5,153.1081046,46.3907002,17.661,0.235,4.6,8.849E-01,15.897,0.171,6.3,9.694E-01,12.814,0.494,2.2,9.974E-01,9.331,null,-0.1,9.777E-01,1,16,3,16,0,16,0,16,null,null,null,null,null,null,null,511.417963,124.922661
J101055.99+462734.7,152.7333138,46.4596499,13.858,0.029,38.1,8.253E-01,13.805,0.040,27.3,1.121E+00,12.881,null,-0.7,8.899E-01,9.234,null,-0.3,8.509E-01,14,14,14,14,0,14,0,14,549055029,14.813,0.032,14.115,0.030,14.008,0.051,512.575006,265.038011
